183,0.00650671,0.03172021,0.006547377,0.008580724,0.006425376
184,0.006624141,0.03238469,0.007196598,0.008913968,0.006583252
185,0.006824255,0.032353546,0.006742035,0.008715314,0.006536485
186,0.00677882,0.03273674,0.006902823,0.008928202,0.006530815
187,0.00710605,0.036486037,0.006773604,0.008892952,0.006898271
188,0.006935161,0.03300468,0.007144051,0.008856952,0.006935161
189,0.006677866,0.03393532,0.007181856,0.008945821,0.006677866
190,0.006924506,0.034031413,0.007051174,0.009035636,0.007008951
191,0.006875769,0.03416663,0.007087985,0.009295021,0.006918212
192,0.006997482,0.034432735,0.007125485,0.008661518,0.006784145
193,0.006990908,0.034911647,0.007205353,0.008792246,0.00686224
194,0.006983963,0.034790482,0.007285739,0.009398172,0.00685463
195,0.007193309,0.03531655,0.007323309,0.009576635,0.006976644
196,0.00723028,0.035410948,0.007360948,0.009582299,0.007360948
197,0.007179757,0.03913843,0.008318011,0.009543823,0.007792663
198,0.008800105,0.037708454,0.008140097,0.010516127,0.006996084
199,0.00734091,0.039579004,0.007827356,0.010746031,0.0079158
200,0.008,0.037644446,0.008444444,0.010533334,0.007333333
