1,4.44E-06,5.78E-06,5.11E-06,1.62E-05,8.89E-06
2,1.07E-05,1.11E-05,1.16E-05,2.62E-05,1.38E-05
3,1.80E-05,1.93E-05,2.07E-05,4.73E-05,2.47E-05
4,3.02E-05,3.20E-05,3.91E-05,7.64E-05,4.00E-05
5,4.00E-05,4.22E-05,4.33E-05,9.56E-05,5.56E-05
6,5.47E-05,5.47E-05,4.80E-05,1.19E-04,6.93E-05
7,7.62E-05,8.24E-05,6.22E-05,1.37E-04,9.33E-05
8,9.24E-05,1.05E-04,7.29E-05,1.72E-04,1.19E-04
9,1.08E-04,1.38E-04,8.40E-05,1.96E-04,1.50E-04
10,1.24E-04,1.82E-04,9.33E-05,2.31E-04,1.80E-04
11,1.49E-04,2.20E-04,1.15E-04,2.69E-04,2.10E-04
12,1.81E-04,2.59E-04,1.20E-04,3.09E-04,2.51E-04
13,1.85E-04,3.03E-04,1.36E-04,3.55E-04,2.69E-04
14,2.12E-04,3.48E-04,1.52E-04,3.89E-04,2.96E-04
15,2.40E-04,3.80E-04,1.57E-04,4.20E-04,3.17E-04
16,2.60E-04,4.59E-04,1.74E-04,4.91E-04,3.52E-04
17,3.06E-04,4.99E-04,2.04E-04,5.21E-04,3.78E-04
18,3.32E-04,5.44E-04,2.16E-04,5.52E-04,4.20E-04
19,3.42E-04,6.12E-04,2.20E-04,5.95E-04,4.52E-04
20,3.91E-04,6.58E-04,2.40E-04,6.36E-04,4.80E-04
21,4.01E-04,7.61E-04,2.75E-04,6.86E-04,5.37E-04
22,4.40E-04,8.26E-04,2.84E-04,7.14E-04,5.62E-04
23,4.60E-04,8.79E-04,3.02E-04,7.46E-04,6.08E-04
24,5.01E-04,9.44E-04,3.20E-04,7.68E-04,6.24E-04
25,5.28E-04,0.001027778,3.39E-04,8.00E-04,6.56E-04
26,5.37E-04,0.001080444,3.47E-04,8.78E-04,6.82E-04
27,5.82E-04,0.001175998,3.72E-04,8.88E-04,7.26E-04
28,6.10E-04,0.001238224,3.86E-04,9.15E-04,7.72E-04
29,6.64E-04,0.001359781,4.19E-04,9.67E-04,7.86E-04
30,6.73E-04,0.001386667,4.33E-04,0.001033333,8.53E-04
31,7.16E-04,0.001494892,4.55E-04,0.001026447,8.89E-04
32,7.25E-04,0.001585778,4.91E-04,0.001073778,9.17E-04
33,7.85E-04,0.001664662,5.06E-04,0.001143997,9.53E-04
34,8.01E-04,0.00171511,4.91E-04,0.001163555,9.37E-04
35,7.93E-04,0.001749992,5.21E-04,0.001158884,9.49E-04
36,8.08E-04,0.001856,5.36E-04,0.001216,9.84E-04
37,8.47E-04,0.001915772,5.43E-04,0.001257996,0.00101133
38,8.78E-04,0.001984445,5.66E-04,0.001325778,0.001030223
39,9.01E-04,0.002123326,5.89E-04,0.001334662,0.001074663
40,9.33E-04,0.002275556,6.13E-04,0.00136,0.00112
41,9.66E-04,0.002305113,6.38E-04,0.001448668,0.001148001
42,0.001007999,0.00238933,6.63E-04,0.001511998,0.001175999
43,0.001031992,0.002532202,6.88E-04,0.001538432,0.001213546
44,0.001055997,0.002581327,7.33E-04,0.001613329,0.001241774
45,0.00108,0.00274,7.30E-04,0.00163,0.00131
46,0.00114489,0.002974669,7.77E-04,0.001788891,0.001400446
47,0.001169786,0.00293491,8.04E-04,0.001692012,0.001368232
48,0.001205333,0.003050667,8.32E-04,0.001738667,0.001376
49,0.001241343,0.003157803,8.38E-04,0.00180757,0.001426456
50,0.0013,0.003233333,8.56E-04,0.001955556,0.001444444
51,0.001314656,0.003399973,8.73E-04,0.001960651,0.001484655
52,0.001386674,0.003489796,9.01E-04,0.002010678,0.001594675
53,0.001413328,0.003603986,8.95E-04,0.002002214,0.00150755
54,0.001368006,0.003648015,9.48E-04,0.002136009,0.001548006
55,0.001429986,0.003715518,9.90E-04,0.002248867,0.001735538
56,0.001568003,0.00431823,0.00105778,0.002240004,0.001729781
57,0.001633987,0.004293966,0.001076658,0.002330648,0.001773319
58,0.001624004,0.004446678,0.001121336,0.002448896,0.001868894
59,0.001638893,0.004536456,0.00114067,0.002478006,0.001874893
60,0.001693333,0.004653333,0.001146667,0.002493333,0.001906667
61,0.00176221,0.004785078,0.001206436,0.002467094,0.001870654
62,0.001777325,0.004808421,0.001184883,0.002562654,0.001873769
63,0.001777989,0.004899971,0.001273992,0.002561985,0.001945988
64,0.001791987,0.005034631,0.001237325,0.00254576,0.002005319
65,0.00190666,0.005199983,0.001271107,0.002599991,0.002007771
66,0.001847995,0.005294653,0.00130533,0.002771993,0.002023995
67,0.001876005,0.005434459,0.001310226,0.002754452,0.002054672
68,0.001934207,0.005606177,0.0013751,0.002810644,0.002115539
69,0.001978012,0.005734701,0.001426009,0.00277535,0.002131346
70,0.001991102,0.005848863,0.001431105,0.002877765,0.002177768
71,0.002019565,0.006106027,0.00146734,0.002887346,0.002193121
72,0.002048,0.00624,0.001472,0.002896,0.002224
73,0.002125105,0.006342872,0.001524885,0.002919992,0.002254883
74,0.002121327,0.00651198,0.001578662,0.003091546,0.002367993
75,0.002216667,0.00665,0.001583333,0.003066667,0.00235
76,0.002195538,0.006806168,0.001671987,0.003107531,0.002431981
77,0.002224428,0.006981281,0.001659765,0.00313131,0.002463981
78,0.002270679,0.007314706,0.001716009,0.003206684,0.002461347
79,0.002299779,0.007285559,0.001738001,0.003160002,0.002510446
80,0.002346667,0.007502222,0.00176,0.003164444,0.002542222
81,0.002393981,0.007631939,0.001781986,0.003347973,0.002627979
82,0.002460002,0.007762674,0.001822224,0.003407559,0.00260578
83,0.002453151,0.007968128,0.001844474,0.003430722,0.002637598
84,0.002501353,0.008213399,0.001885349,0.003472028,0.002669355
85,0.00253112,0.008367806,0.001888895,0.003400011,0.002625564
86,0.002522646,0.008275045,0.001891985,0.003497305,0.002675534
87,0.002610007,0.008410023,0.002030005,0.003422009,0.002745341
88,0.002600857,0.008702114,0.001955531,0.00346129,0.002757299
89,0.002630434,0.008801076,0.002037103,0.00352043,0.002768878
90,0.00274,0.00896,0.00208,0.00364,0.00282
91,0.002770419,0.009099918,0.002143536,0.003639967,0.002932196
92,0.002739558,0.009261342,0.00210578,0.003720892,0.002944003
93,0.002852006,0.009486019,0.002232004,0.003720007,0.002934673
94,0.002966243,0.009901403,0.002256016,0.003780916,0.003091577
95,0.003103361,0.0099012,0.002237798,0.003694477,0.002997804
96,0.002965333,0.010112,0.002261333,0.003733333,0.003114667
97,0.002953095,0.01026039,0.002349543,0.003793758,0.003060873
98,0.002983579,0.010453417,0.002352019,0.004007143,0.003136025
99,0.00301397,0.010779892,0.002441976,0.00402596,0.003211968
100,0.003044444,0.010888889,0.0024,0.004311111,0.003244445
101,0.003142254,0.011087669,0.002491359,0.004264488,0.003232033
102,0.003105308,0.011242577,0.00251598,0.004374632,0.003263974
103,0.00315869,0.011467418,0.002609353,0.004234476,0.00338758
104,0.003166239,0.011879174,0.002588458,0.004368024,0.003351129
105,0.0033366,0.011946428,0.00268328,0.004339913,0.003406599
106,0.003368431,0.012060396,0.002755989,0.00456976,0.003391987
107,0.003305117,0.012269355,0.002829561,0.00447023,0.003471562
108,0.003407973,0.012431901,0.002783978,0.004511964,0.003503972
109,0.003536479,0.012789458,0.002809805,0.004505377,0.003560701
110,0.003446674,0.013053362,0.002860006,0.004571121,0.003544452
111,0.003453294,0.013295183,0.002959966,0.004513949,0.003576626
112,0.003534273,0.013290856,0.002986709,0.004504953,0.00360894
113,0.003540668,0.01348467,0.003038445,0.004695779,0.003791779
114,0.003774636,0.01375589,0.003090642,0.004787962,0.003698637
115,0.003679947,0.014080908,0.003092177,0.00477882,0.003731057
116,0.003686232,0.014048927,0.003119119,0.004846235,0.003866677
117,0.003717955,0.014273829,0.003249961,0.004913941,0.003821954
118,0.003697391,0.014606005,0.003277829,0.00508719,0.003854727
119,0.003781568,0.014729605,0.003358456,0.004918683,0.003887346
120,0.003866667,0.015066667,0.003413333,0.005066667,0.003973333
121,0.003925786,0.015326701,0.003361119,0.005055123,0.003979564
122,0.003904026,0.015534771,0.003497357,0.005178257,0.004012471
123,0.004154708,0.015771491,0.003881372,0.005330053,0.004428044
124,0.003995591,0.015899697,0.003444475,0.005180491,0.004078258
125,0.004,0.016194444,0.003416667,0.005361111,0.004138889
126,0.004172033,0.016380131,0.003668029,0.005292042,0.004172033
127,0.004148675,0.016679367,0.003612452,0.005164677,0.004233342
128,0.004152918,0.016867675,0.003726249,0.005176926,0.004238253
129,0.004213966,0.017142529,0.00369797,0.005217291,0.004328632
130,0.004217824,0.017420193,0.003842265,0.005662285,0.004304492
131,0.00425024,0.017612297,0.003726238,0.005618468,0.004424908
132,0.004487988,0.01774662,0.003842657,0.005719985,0.004458655
133,0.004315186,0.018088313,0.003812733,0.005763433,0.004522078
134,0.004436901,0.018581383,0.003871121,0.006044905,0.004466679
135,0.004409912,0.018869622,0.00398992,0.005759885,0.00449991
136,0.004593811,0.018919246,0.003989362,0.005832931,0.004624033
137,0.004597071,0.019088501,0.004049076,0.005936615,0.004627516
138,0.004508096,0.019412413,0.004109421,0.006164132,0.004661433
139,0.004664237,0.01949095,0.004046457,0.006023352,0.004695126
140,0.004728868,0.020097688,0.004231093,0.006191084,0.004697757
141,0.0047628,0.020053895,0.00416745,0.00617284,0.0047628
142,0.004733354,0.020227201,0.004354686,0.006184917,0.004891133
143,0.00483015,0.020369252,0.004321714,0.00613302,0.00483015
144,0.004864,0.020736,0.00448,0.006112,0.004928
145,0.005058968,0.021234775,0.004446736,0.006283431,0.004994522
146,0.004963987,0.021283498,0.004412433,0.00655376,0.004931543
147,0.004965373,0.021658173,0.004508036,0.006631387,0.005030707
148,0.005032067,0.021904292,0.004571617,0.006610755,0.005064956
149,0.005032779,0.022448845,0.004668565,0.006622078,0.00506589
150,0.0051,0.0224,0.004766667,0.006833334,0.005133333
151,0.005134056,0.022650247,0.004798497,0.006644073,0.005134056
152,0.00526938,0.022732647,0.004762709,0.006823172,0.005201824
153,0.005269958,0.023119815,0.004793962,0.006867945,0.005235958
154,0.005304405,0.023305157,0.004859519,0.006981281,0.00523596
155,0.00540764,0.023559397,0.00492543,0.007026487,0.00540764
156,0.005338695,0.023816127,0.004992027,0.006968037,0.005338695
157,0.005337892,0.0242124,0.005093675,0.00711719,0.005651886
158,0.005512447,0.024472455,0.005126224,0.007057337,0.005442224
159,0.005582644,0.024556568,0.005299979,0.006995972,0.005476645
160,0.005688889,0.024888888,0.005404444,0.006933333,0.005546667
161,0.005581395,0.025402505,0.005330948,0.007227191,0.005545617
162,0.005723954,0.025703795,0.005579955,0.007343941,0.005543956
163,0.005686963,0.025899228,0.005469627,0.007534321,0.005614518
164,0.005867561,0.026021356,0.005430227,0.007471118,0.005612449
165,0.005903274,0.02636307,0.005536611,0.007663257,0.005719943
166,0.005828538,0.026523536,0.005570312,0.00782057,0.005865427
167,0.005863579,0.026905663,0.005640911,0.007719142,0.005752245
168,0.005936158,0.02725406,0.005786821,0.007690872,0.00586149
169,0.005933827,0.027303113,0.005746047,0.007774064,0.005858715
170,0.006044579,0.027918398,0.005931243,0.00793351,0.006044579
171,0.005965952,0.028271774,0.005775954,0.007903936,0.005927953
172,0.006000841,0.028781103,0.005886175,0.007950159,0.006000841
173,0.006151244,0.028718619,0.005959017,0.007996617,0.006074353
174,0.006109349,0.029270744,0.006148017,0.008081355,0.006070683
175,0.006183402,0.029672552,0.006105623,0.0080112,0.006144513
176,0.006453127,0.029723493,0.006140248,0.007939301,0.006140248
177,0.006214601,0.029853681,0.006253933,0.008181246,0.006411265
178,0.006328864,0.030101657,0.006487085,0.008306634,0.006210197
179,0.006285055,0.03058992,0.006364613,0.008353555,0.006404392
180,0.00636,0.0308,0.0064,0.00844,0.0064
181,0.006475746,0.030970959,0.006395302,0.008687957,0.00635508
182,0.006632963,0.03142568,0.006552073,0.008655207,0.006552073
